绑工资卡可以分期吗,绑可以分期
手机到了我确认没问题再拍可以吗,手机到了我确认再拍可以
不要碎屏保了,不要碎屏保
一直显示网络错误,一直显示网络错误
你这充电宝手机能充几次,手机能充几次
你能送我一个黑鲨手机吗,能送黑鲨手机
我讨好我媳妇,我讨好我媳妇
我就问你现在有还是没有,就问现在有
你知道我是谁吗,你知道我是谁
你说什么我这么一个大知名主播你都不知道,你说知名主播
我知道你们黑鲨很有钱的,我知道很有钱
我能问问那个颜色不同价格为什么会不同呢,能问问会不同
那机体的总功能是一样的吗,功能是一样
那我问问V8上面标价是六百多为什么在购买的时候却是九百多,我问问标价是却是九百多
和这款note8,这款note8
额网络太差图片没有发出来,没有发出来
多一个数据线和耳机,一个数据线和耳机
页面写的现货当天发啊,页面写当天发
反正亲保证原装原封正品,反正亲保证原封正品
亲今天发货吧,亲今天发货
爸爸用还好,爸爸用还好
主要是寄过来寄过去太慢,主要是寄过来
这个是全网通吧,这个是全网通
过两天考完试就下单,过考完试就下单
送的运动臂包是荣耀官方那款吧,包是官方那款
最后问下发票是一起发吗,发票是一起发
好的因为看网上说品控一般如果换货的话联系你们还是去华为售后也行,因为看网上说如果换货
浙江问问网络科技有限公司,浙江问问网络科技有限公司
移动也是你们发货的话感觉你们靠谱些,你们发货感觉你们靠谱些
这个券抢到了能用来买手机吗,券抢到能用来买手机
不要礼品是1399,礼品是1399
页面上还有你们该改了,上还有该改
1499还是可以分期的吧,1499还是可以分期
那我可以我拍下你改价格,我拍下你改价格
好的我地址选家里周末能到最好了,地址选家里周末能到最好
我没看到发票在包装里呀,没看到发票在包装里
我的支付宝帐号就是手机号,帐号就是手机号
另外发票请尽快发关系到保修事宜,发票请尽快发关系到保修事宜
若这些都没问题我再推荐朋友到你们店铺买相信也会是愉快的购物体验辛苦客服了,都没问题再推荐会是购物体验辛苦
这个手机支持刷脸吗,手机支持刷脸
一个指纹解锁和人脸解锁,指纹解锁和人脸解锁
能介绍一下这手机吗,能介绍一下这手机
不知道性能好不好啊,不知道性能好不好
套餐一到七什么区别啊我咋看不到详细信息,一到什么区别咋看不到详细信息
我选了套餐几都是一样的价格呢,我选套餐都是价格
这个音响需要配合智能插排更方便是吧,音响需要方便是
你这边有链接吗发个我先看下,这边有链接吗发先看下
那我自己搜索找找看,搜索找找看
套餐三里面包含了些什么能说说吗,里面包含能说说
可不可以送Ve,可以送Ve
如果今天下单我是不是可以选那个VR的眼镜,今天下单我是不是可以选眼镜
多久能收到手机啊,能收到手机
哦我在成都请尽快帮我发货,请尽快帮发货
可以唱儿歌食谱灯控这些吗,可以唱儿歌食谱灯控这些
亲天猫精灵目前已经具备音乐音频内容的播放听故事讲笑话查运势玩游戏查天气找手机问百科设闹钟定时器查食物热量充话费查快递查价格天猫魔盒控制天猫超市购物阿里智能家电操控等功能随着开发者的入驻天猫精灵X1M1方糖能够实现的功能正在快速增加您也可以选择通过天猫精灵官方网站或天猫精灵APP了解实时信息,已经具备音频内容播放听故事讲笑话玩游戏查天气找手机问百科设闹钟
你好那个无线充电和钢化膜给我补发了么麻烦您帮我看看,补发么麻烦
我不管天猫怎么判定不行我到工商局投诉你,怎么判定不行投诉你
这样选送什么,这样选送什么
不分期再加选两个,再加选两个
还是分期就没有不分期才有,就没有才有
不分期选手环套餐送一个天猫精灵还可以在选一个别的,套餐送猫精灵在选一个别的
不要嫌我话多想问清楚,不要嫌多想问清楚
你说的不建议分期咋回事,不建议分期咋回事
套餐送精灵加送俩不算精灵选俩还是算上精灵一共选俩,套餐送精灵俩不算精灵选俩还是算上精灵一共选俩
要是不算精灵只能选一个就没必要全款了,要是不算精灵只能选一个就没必要全款
分期只是少一个礼品,只是少一个礼品
售后发票什么都有全国联保,都有全国联保
我明天去实体店看看手机行的话就来下单,明天去实体店看看手机行来下单
少一个礼品还是分期合适要是多送俩礼品就全款合适了,少分期合适全款合适
我得先去试试手机再下单子,先去试试手机再下单子
还没见真机呢,还没见真机
怎么手机到了什么也不送,手机到了不送
还没发货吗赠送的无线充,没发货吗无线充
买手机不都送碎屏险的吗,都送碎屏险
哦这款就是买了之后有问题可到当地苹果店官换机吧,这款就是之后有问题
为啥没黑色的,为啥没黑色
我知道是仓库我就想问几点到,我知道是就想问几点到
我先问下我哥买了一个天猫精力但好多新歌没有呢,先问下我哥买猫精力新歌没有
这个手机可以玩网络游戏不,可以玩网络游戏不
有什么手机可以玩网路游戏,有可以玩网路游戏
来找你返差价了,来找你返差价
手机到了但是碎屏险激活说输入正确的IMEI码输入了却总是错误的,手机到激活说输入IMEI码
套餐几套餐几都有什么不一样有什么区别吗,都有一样有什么区别
我是看看还有没有原来价格没有就算了,我是看看还有就算了
要对卖家有信心有问题再说,有信心有问题再说
我额度是6500,额度是6500
这个优惠价是多少呢,优惠价是多少
你这买的手机如果以后不用了可以变现或换新款吗工作室使用,以后不用可以变现
啥都不要只要个天猫精灵多少钱,不要只要多少钱
原装保护膜是不是已经贴在手机上了,已经贴在手机上
普通电视av线能用吗,av线能用
179的是不带线的么,是不带线么
我们正常的av线是三个插头的啊,线是个插头
XSMAx,XSMAx
卡是什么卡,卡是什么卡
Mate20Pro有指纹识别吗,Mate20Pro有指纹识别
这个是这样充电吗,这个是这样充电
这个是全新未激活,这个是全新未激活
那还有别的优惠,那还有别的优惠
这个是怎么返的,这个是怎么返
不太想要这个能不能换赠品的,不能换赠品
我订制的图套怎么不一起寄来,图套一起寄来
那个地址我没有张你要按手机这个地址寄来,我没有寄来
这黑屏是什么回事,黑屏是什么回事
问下这个手机有九公格吗,问下手机有九公格
每个套餐有什么内容,套餐有什么内容
pro6G支持屏上指纹吗,pro6G支持屏上指纹
晚上怎么办,晚上怎么办
连不上wifi怎么回事,连不上wifi怎么回事
是顺丰直邮吗明天大概能到么,是大概能到
为什么你们的会比别的家贵将近1000块呢,1000块
我申请退款望小姐姐或小哥哥同意吆,我申请退款
现在拍今天能发吗,现在拍能发
6198送100话费还有什么送,6198送100话费还有什么送
都是原装没激活的,都是没激活
选套餐一有没有耳机,选一有没有耳机
但是提示我不对么,但是提示我不对
天猫精灵控制咋控制的,精灵控制咋控制
在你这里买的手机总是自动关机,总是自动关机
送的扫地机器人是什么牌子的,机器人是什么牌子
选官方标配14重礼全部送是指1重礼10件物品跟2重礼三件物品实物34重虚拟物品全部都送吗,方标配14重礼全部送是指都送
亲华为的系统还是安卓吗,系统还是安卓
所以还是安卓吗,所以还是安卓
我要无线充电器和充电宝,我要无线充电器
那换的是什么屏幕呢,是什么屏幕
原厂品质不是原装的呗,品质不是呗
我想问一下这给的是钢化膜还是水凝膜,我想问一下是膜还是水凝膜
买手机送的天猫精灵现在不知怎么了,现在不知怎么
咱们店里怎么加价这么多,怎么加价这么多
UD版是啥意思,版是啥意思
没有Ud就是没有指纹解锁吗,Ud就是没有指纹解锁
黑色664,黑色664
我不分期不要礼品,分期不要礼品
弱弱的问一下合欢是你的名字吗,问一下合欢是名字
手机收到了就是电池坚持不了多久,手机收到电池坚持不了多久
之前忘记评价刚刚才评价,之前忘记评价才评价
花呗只有100O额度,花呗只有100O额度
在不发我要退款了,不发要退款
我这边已经申请退款了你那边处理下,已经申请退款那边处理下
你那个手柄加壳怎么取下来,手柄加壳怎么取下来
怎么减30,怎么减30
但是我拍下立马付款的也联系客服备注的保温杯没收到,也联系保温杯没收到
可以保多久,可以保多久
那保温杯就补发给我吧,就补发给我
之前是8458吧,之前是8458
你好请问重制解锁密码怎么设置,你好请问怎么设置
我不需要了谢谢,不需要谢谢
能保证今天发货就可以买,能保证今天发货可以买
ok了顺丰是吧,ok顺丰是
连优惠的钱和钢化膜的钱总共该退我多少呢,该退我多少
钢化膜折价60对吗,膜折价60对
我理解的对吗还是这60包括麦芒七优惠的钱在内,60包括钱
农村淘宝店邮的快还是顺丰快,快还是顺丰快
这样吧都改成顺丰吧,都改成顺丰
顺丰再转给淘宝店吗,再转给淘宝店
我现在想直接到顺丰那里拿怎么办,现在想拿怎么办
上一家就是到了第二天都没给我发货我就给退了,一家就是到了天都没给发货
你家能不能快点啊,你家能不能快点
原厂品质啥意思,品质啥意思
主要是怕被换零件,主要是怕被换零件
坏了可不可以让你把屏给我邮过来,坏可以让邮过来
我要看着师傅换屏才放心,要看着师傅换屏才放心
到时候屏坏了你直接把屏邮过来不就可以了吗,到时候屏坏邮过来不就可以
我自己找人换,自己找人换
我的花呗好像只有500,花呗好像只有500
那就只能一次性付款了,一次性付款
礼物给我送蓝牙音响,送蓝牙音响
刚刚吃饭去了,刚刚吃饭去
不知道怎么啪,不知道怎么啪
到时候你告诉我去怎么激活手机个激活碎屏保吧,到时候你告诉怎么激活碎屏保
开过封或者是翻新机我不会要的,或者是翻新机不会要
可以发西藏我就下单了,可以发西藏就下单
我想买个电视盒,我想买个电视盒
但不知怎么用,但不知怎么用
你好我是官方认证招商团长招商专员你这个产品适合我们的推广人群效果绝对比你现在的销量好麻烦转接下运营谢谢,我是好麻烦运营谢谢
